job_id,start_time,duration_sec,arrival_time_scaled,cpu_percent,estimated_temp_raw,estimated_temp_smoothed,memory_requested_MB,action_id,action_name,deadline_sec,elapsed_sec,sla_violation,migration_cost,reward
60,18:41:22,23.0,4.7,0.0,40.0,40.001760477896404,256.0,1,migrate,27.599999999999998,8.06988000869751,0,25.6,-4.02577604778964
55,18:41:30,24.0,4.7,0.0,40.0,40.0011267058537,1024.0,3,idle,28.799999999999997,8.796324014663696,0,102.4,-4.10251267058537
373,18:41:39,41.0,4.7,0.0,40.0,40.00072109174637,2048.0,0,allocate,49.199999999999996,8.075472593307495,0,0.0,-4.000072109174638
15,18:41:48,19.0,4.7,0.0,40.0,40.000461498717684,2048.0,3,idle,22.8,8.062297821044922,0,204.8,-4.204846149871768
285,18:41:56,45.0,4.7,0.0,40.0,40.00029535917932,4096.0,2,scale,54.0,8.272644758224487,0,409.6,-4.409629535917932
119,18:42:04,18.0,4.800000000000001,5.3,42.65,40.53018902987477,256.0,0,allocate,21.599999999999998,8.040964365005493,0,0.0,-4.0530189029874775
208,18:42:12,11.0,4.800000000000001,26.7,53.35,43.009320979119856,256.0,1,migrate,13.2,8.285961151123047,0,25.6,-4.3265320979119855
176,18:42:21,9.0,4.800000000000001,0.0,40.0,44.06196542663671,2048.0,0,allocate,10.799999999999999,8.233561515808105,0,0.0,-4.406196542663671
332,18:42:29,34.0,4.800000000000001,0.0,40.0,42.5996578730475,512.0,3,idle,40.8,8.025330543518066,0,51.2,-4.311165787304749
6,18:42:37,31.0,4.800000000000001,0.0,40.0,41.6637810387504,512.0,2,scale,37.199999999999996,8.609315872192383,0,51.2,-4.21757810387504
354,18:42:46,33.0,4.9,0.0,40.0,41.064819864800256,1024.0,3,idle,39.6,8.013272762298584,0,102.4,-4.208881986480026
296,18:42:54,18.0,4.9,0.0,40.0,40.681484713472166,4096.0,0,allocate,21.599999999999998,8.078866004943848,0,0.0,-4.068148471347217
140,18:43:02,38.0,4.9,0.0,40.0,40.43615021662219,1024.0,0,allocate,45.6,8.121872186660767,0,0.0,-4.043615021662219
329,18:43:10,48.0,5.0,0.0,40.0,40.2791361386382,512.0,0,allocate,57.599999999999994,7.965131044387817,0,0.0,-4.02791361386382
134,18:43:18,49.0,5.0,0.0,40.0,40.17864712872845,256.0,0,allocate,58.8,8.410808801651001,0,0.0,-4.0178647128728455
377,18:43:27,19.0,5.0,0.0,40.0,40.114334162386214,4096.0,3,idle,22.8,8.062276601791382,0,409.6,-4.421033416238622
141,18:43:35,42.0,5.1000000000000005,0.0,40.0,40.07317386392718,2048.0,2,scale,50.4,8.07076358795166,0,204.8,-4.212117386392718
202,18:43:43,13.0,5.2,0.0,40.0,40.0468312729134,256.0,3,idle,15.6,8.58086895942688,0,25.6,-4.03028312729134
236,18:43:52,11.0,5.2,0.0,40.0,40.02997201466458,256.0,0,allocate,13.2,7.958220958709717,0,0.0,-4.002997201466458
419,18:44:00,37.0,5.300000000000001,0.0,40.0,40.01918208938533,256.0,3,idle,44.4,8.074625968933105,0,25.6,-4.027518208938533
420,18:44:08,50.0,5.300000000000001,0.0,40.0,40.01227653720661,1024.0,0,allocate,60.0,8.231733322143555,0,0.0,-4.001227653720661
477,18:44:17,44.0,5.300000000000001,0.0,40.0,40.00785698381223,512.0,2,scale,52.8,8.134374618530273,0,51.2,-4.051985698381223
13,18:44:25,46.0,5.300000000000001,0.0,40.0,40.00502846963983,4096.0,3,idle,55.199999999999996,8.165316104888916,0,409.6,-4.410102846963984
137,18:44:33,48.0,5.300000000000001,0.0,40.0,40.003218220569494,1024.0,0,allocate,57.599999999999994,8.091278791427612,0,0.0,-4.000321822056949
404,18:44:41,20.0,5.4,0.0,40.0,40.00205966116447,256.0,0,allocate,24.0,8.014784812927246,0,0.0,-4.0002059661164475
215,18:44:49,43.0,5.4,0.0,40.0,40.001318183145266,512.0,0,allocate,51.6,8.48005986213684,0,0.0,-4.000131818314527
131,18:44:58,10.0,5.4,0.0,40.0,40.000843637212974,4096.0,0,allocate,12.0,8.069308757781982,0,0.0,-4.000084363721298
413,18:45:06,10.0,5.4,0.0,40.0,40.000539927816305,1024.0,0,allocate,12.0,8.173805713653564,0,0.0,-4.0000539927816305
156,18:45:14,55.0,5.5,0.0,40.0,40.00034555380244,1024.0,3,idle,66.0,8.207201957702637,0,102.4,-4.102434555380245
495,18:45:23,35.0,5.6000000000000005,0.0,40.0,40.00022115443357,256.0,0,allocate,42.0,8.210954904556274,0,0.0,-4.000022115443357
494,18:45:31,40.0,5.6000000000000005,0.0,40.0,40.00014153883748,2048.0,0,allocate,48.0,8.186084032058716,0,0.0,-4.000014153883749
352,18:45:39,9.0,5.800000000000001,0.0,40.0,40.00009058485599,1024.0,3,idle,10.799999999999999,8.756514310836792,0,102.4,-4.102409058485599
228,18:45:48,50.0,5.800000000000001,25.0,52.5,42.500057974307836,256.0,2,scale,60.0,8.186603784561157,0,25.6,-4.275605797430783
424,18:45:57,10.0,5.9,0.0,40.0,42.264037103557015,1024.0,2,scale,12.0,8.68280816078186,0,102.4,-4.328803710355702
442,18:46:05,52.0,5.9,0.0,40.0,41.44898374627649,512.0,3,idle,62.4,8.22389554977417,0,51.2,-4.196098374627649
425,18:46:14,27.0,5.9,0.0,40.0,41.591349597616954,1024.0,3,idle,32.4,8.241101264953613,0,102.4,-4.261534959761696
414,18:46:22,41.0,5.9,0.0,40.0,41.01846374247486,2048.0,0,allocate,49.199999999999996,8.19058084487915,0,0.0,-4.1018463742474855
321,18:46:30,7.0,6.0,0.0,40.0,40.65181679518391,256.0,0,allocate,8.4,8.071102619171143,0,0.0,-4.065181679518392
153,18:46:38,21.0,6.0,12.5,46.25,42.731162748917704,256.0,3,idle,25.2,8.476993083953857,0,25.6,-4.29871627489177
35,18:46:47,53.0,6.1000000000000005,0.0,40.0,41.74794415930733,2048.0,2,scale,63.599999999999994,8.448910474777222,0,204.8,-4.3795944159307325
211,18:46:56,36.0,6.1000000000000005,0.0,40.0,41.118684261956695,256.0,0,allocate,43.199999999999996,8.266170263290405,0,0.0,-4.111868426195669
282,18:47:04,33.0,6.1000000000000005,0.0,40.0,40.71595792765228,1024.0,3,idle,39.6,8.282713890075684,0,102.4,-4.173995792765229
72,18:47:12,26.0,6.2,0.0,40.0,40.458213073697465,256.0,2,scale,31.2,8.162134885787964,0,25.6,-4.0714213073697465
8,18:47:21,7.0,6.300000000000001,0.0,40.0,40.29325636716638,4096.0,3,idle,8.4,8.205747127532959,0,409.6,-4.438925636716638
171,18:47:29,42.0,6.300000000000001,0.0,40.0,40.187684074986485,1024.0,2,scale,50.4,8.035969734191895,0,102.4,-4.121168407498649
368,18:47:37,16.0,6.4,0.0,40.0,40.120117807991356,4096.0,2,scale,19.2,8.106857776641846,0,409.6,-4.421611780799136
139,18:47:45,15.0,6.5,0.0,40.0,40.07687539711447,2048.0,0,allocate,18.0,8.226767539978027,0,0.0,-4.007687539711447
192,18:47:54,16.0,6.7,0.0,40.0,40.04920025415326,1024.0,0,allocate,19.2,8.337321519851685,0,0.0,-4.004920025415326
294,18:48:02,31.0,6.7,25.0,52.5,42.531488162658086,2048.0,3,idle,37.199999999999996,8.43766474723816,0,204.8,-4.457948816265809
388,18:48:11,54.0,6.7,0.0,40.0,41.62015242410118,2048.0,0,allocate,64.8,8.31668734550476,0,0.0,-4.162015242410118
197,18:48:19,9.0,6.7,0.0,40.0,41.03689755142476,512.0,3,idle,10.799999999999999,8.304348230361938,0,51.2,-4.1548897551424755
160,18:48:27,14.0,6.7,0.0,40.0,40.66361443291185,4096.0,0,allocate,16.8,8.06188416481018,0,0.0,-4.066361443291185
390,18:48:36,51.0,6.800000000000001,0.0,40.0,40.424713237063585,2048.0,3,idle,61.199999999999996,8.317811727523804,0,204.8,-4.247271323706358
144,18:48:44,38.0,6.800000000000001,0.0,40.0,40.2718164717207,512.0,2,scale,45.6,8.061798572540283,0,51.2,-4.07838164717207
488,18:48:52,56.0,6.800000000000001,25.0,52.5,42.673962541901254,512.0,0,allocate,67.2,8.52016282081604,0,0.0,-4.267396254190126
73,18:49:01,19.0,6.9,0.0,40.0,43.7113360268168,2048.0,2,scale,22.8,8.248302221298218,0,204.8,-4.57593360268168
342,18:49:09,21.0,6.9,0.0,40.0,42.375255057162754,256.0,2,scale,25.2,8.771910190582275,0,25.6,-4.263125505716276
475,18:49:18,23.0,6.9,0.0,40.0,41.52016323658417,2048.0,2,scale,27.599999999999998,8.28389286994934,0,204.8,-4.356816323658417
150,18:49:26,5.0,6.9,0.0,40.0,40.97290447141387,2048.0,3,idle,6.0,8.10893201828003,1,204.8,-6.302090447141387
210,18:49:35,5.0,7.0,0.0,40.0,40.62265886170488,1024.0,3,idle,6.0,7.938272476196289,1,102.4,-6.164665886170488
387,18:49:43,28.0,7.1000000000000005,0.0,40.0,40.398501671491125,512.0,2,scale,33.6,8.181681394577026,0,51.2,-4.091050167149112
313,18:49:51,25.0,7.1000000000000005,0.0,40.0,40.25504106975432,512.0,3,idle,30.0,8.17010235786438,0,51.2,-4.0767041069754315
307,18:49:59,50.0,7.1000000000000005,33.3,56.65,43.493226284642766,4096.0,0,allocate,60.0,8.582993984222412,0,0.0,-4.349322628464277
323,18:50:08,54.0,7.1000000000000005,0.0,40.0,42.23566482217137,2048.0,0,allocate,64.8,8.15531849861145,0,0.0,-4.223566482217137
179,18:50:16,15.0,7.1000000000000005,0.0,40.0,41.43082548618968,2048.0,0,allocate,18.0,8.63123631477356,0,0.0,-4.143082548618969
469,18:50:25,5.0,7.1000000000000005,0.0,40.0,40.9157283111614,1024.0,0,allocate,6.0,8.03808069229126,1,0.0,-6.091572831116141
244,18:50:33,13.0,7.2,0.0,40.0,40.586066119143304,256.0,2,scale,15.6,8.08356523513794,0,25.6,-4.084206611914331
499,18:50:41,49.0,7.2,0.0,40.0,40.94308231625172,1024.0,2,scale,58.8,8.000062227249146,0,102.4,-4.1967082316251725
267,18:50:49,19.0,7.2,0.0,40.0,40.6035726824011,2048.0,0,allocate,22.8,8.362831592559814,0,0.0,-4.06035726824011
364,18:50:58,57.0,7.2,0.0,40.0,40.3862865167367,256.0,2,scale,68.39999999999999,8.222824573516846,0,25.6,-4.0642286516736705
121,18:51:06,36.0,7.300000000000001,0.0,40.0,40.247223370711495,2048.0,0,allocate,43.199999999999996,8.89818787574768,0,0.0,-4.024722337071149
248,18:51:15,59.0,7.300000000000001,0.0,40.0,40.158222957255354,2048.0,2,scale,70.8,7.974110126495361,0,204.8,-4.220622295725535
292,18:51:23,45.0,7.300000000000001,0.0,40.0,40.10126269264343,2048.0,0,allocate,54.0,8.607080459594727,0,0.0,-4.010126269264343
167,18:51:32,8.0,7.4,0.0,40.0,40.0648081232918,256.0,2,scale,9.6,8.004743814468384,0,25.6,-4.03208081232918
